term idf
транзит 5.087463
транзитный 5.672425
трансграничный 5.672425
транскрипция 5.672425
трансляция 4.672425
транспорт 5.672425
транспортный 4.087463
трансформация 4.350497
трансформерный 5.087463
трансформировать 5.672425
трата 5.672425
тратить 1.86507
требование 2.86507
требовать 3.212994
требоваться 2.028569
требуеый 5.672425
трезвый 5.672425
трейдинг 3.672425
трек 4.087463
трекер 5.672425
трекинг 4.672425
тренажёр 3.350497
тренд 2.280108
тренер 4.672425
тренироваться 5.087463
тренировка 5.087463
тренировочный 5.672425
третий 2.148863
третьей 5.672425
тридцать 5.672425
трогать 5.672425
труд 3.350497
трудиться 5.672425
трудно 4.672425
трудность 2.584963
трудовой 4.672425
трудоустраивать 5.672425
трудоустройство 1.350497
трюк 5.672425
трёхлетний 3.087463
трёхмерный 5.672425
тся 4.672425
тужикова 5.672425
тукай 5.672425
туристический 5.672425
турнир 3.86507
тщательно 2.86507
тщательный 2.672425
тыс 5.087463
тысяча 3.087463
тэг 5.672425
тяж 5.672425
тяжело 2.5025
тянутый 5.672425
тянуть 5.672425
тёплый 5.672425
убедительно 5.087463
убедиться 5.672425
убеждение 5.087463
убирать 3.672425
убор 5.672425
убрать 5.087463
убывание 1.584963
убыток 4.350497
уважительный 5.672425
уведомление 4.672425
уведомлять 5.672425
увеличение 5.672425
увеличивать 5.672425
увеличиваться 5.672425
увеличить 4.672425
уверенно 3.212994
уверенность 2.86507
уверенный 2.672425
уверить 3.86507
увидеть 2.424498
увлекательно 3.087463
увлекательный 1.350497
увлекать 3.86507
увлекаться 5.087463
увмдеть 4.672425
уволиться 3.087463
увольнение 4.672425
увы 5.672425
угаснуть 5.672425
углубить 5.672425
углубиться 2.028569
углублённый 4.087463
угодный 5.087463
угроза 5.672425
удаваться 3.672425
удаление 4.350497
удалить 4.672425
удалой 4.350497
удалять 5.087463
удаляться 5.087463
удалёнка 5.672425
удалённый 1.814444
удаться 2.5025
удачный 5.672425
уделять 2.212994
удерживать 5.087463
удивительный 5.672425
удивить 2.212994
удивиться 3.087463
удивлённый 4.087463
удобно 0.944505
удобный 0.297386
удобство 5.087463
удовлетворять 5.672425
удовольствие 1.280108
удостоверение 3.5025
удостоверять 5.672425
ужасный 3.087463
узнавать 2.765535
узнать 0.424498
уйма 3.5025
уйти 2.672425
указание 5.672425
указанноить 5.672425
указанный 4.350497
указать 2.5025
указывать 2.148863
указываться 4.672425
уклон 4.672425
украсить 5.672425
украшение 5.672425
уложиться 5.672425
улучшать 5.087463
улучшение 5.672425
улучшить 3.212994
улучшиться 3.86507
ум 5.087463
уменьшать 5.672425
уменьшаться 5.672425
уменьшить 5.672425
умеренный 5.672425
уместить 2.971986
уметь 1.314873
умный 3.5025
умолчание 4.350497
умышленный 5.672425
универ 2.424498
универсальный 4.672425
университет 1.917538
уникальный 3.087463
уничтожать 5.672425
уничтожение 5.087463
уничтожить 5.087463
упаковать 5.672425
упаковка 4.672425
упираться 3.087463
уполномоченный 5.087463
упоминание 5.672425
упоминаня 5.672425
упоминать 5.087463
упомянуть 4.672425
упор 2.5025
упорно 3.86507
упорный 5.672425
упорство 5.672425
управленец 5.087463
управление 0.087463
управленческий 5.672425
управлять 2.087463
управляться 5.672425
упражнение 3.350497
упражняться 5.672425
упростить 5.672425
упрощать 2.765535
упустить 4.350497
урегулирование 5.672425
уровень 0.718229
уровнять 3.087463
урок 0.280108
усваиваться 5.672425
усвоить 2.350497
усердно 3.86507
усидчивость 5.672425
усилие 3.350497
усков 2.971986
ускорение 4.087463
ускоренный 3.087463
ускорить 5.672425
ускорять 5.672425
условие 0.014214
условный 5.672425
усложнение 5.672425
усложняться 4.087463
услуга 2.350497
услышать 5.672425
усмотрение 5.672425
усн 5.087463
успевать 2.212994
успеть 2.86507
успех 2.584963
успешно 2.672425
успешный 3.212994
успокаивать 3.087463
уставать 3.672425
усталость 5.672425
устанавливать 5.672425
устанавливаться 5.672425
установить 4.087463
установка 3.86507
установление 4.672425
установленный 5.672425
устаревший 1.814444
устать 5.672425
устный 5.087463
устойчивый 5.672425
устраивать 5.087463
устраиваться 5.672425
устранение 5.087463
устранить 5.087463
устроить 2.86507
устроиться 5.672425
устрой 5.672425
устройство 3.087463
утвердить 5.672425
утверждение 4.350497
утомиться 5.672425
утонуть 4.350497
уточнение 5.672425
уточненка 4.350497
уточнить 4.350497
уточнять 5.672425
утрата 5.672425
утренний 5.087463
утро 5.087463
утром 5.087463
уходить 3.087463
уч 5.087463
участвовать 3.087463
участие 4.350497
участник 2.350497
участок 4.350497
учебник 2.971986
учебный -0.014075
ученик 0.148863
учесть 5.087463
учисьонлайн 0.117836
учитель 1.280108
учитывать 3.672425
учитываться 5.087463
учить 1.387023
учиться 0.462972
учреждение 4.672425
учёба 1.180572
учёт 2.672425
учётный 5.672425
ущемление 5.672425
ф 5.672425
фаза 5.672425
фазима 5.672425
файл 4.087463
факт 2.86507
фактический 5.672425
фактор 4.350497
факультет 4.087463
фамилия 0.117836
фармакология 5.672425
фармацевт 5.672425
федеральноить 5.672425
федеральный 4.672425
федерация 4.350497
федоренко 4.350497
федорицкий 5.672425
фз 3.86507
фидбек 3.087463
физиологический 5.087463
физический 4.350497
фиксировать 5.672425
фиксироваться 5.672425
философский 5.672425
фильм 2.971986
фильтр 1.424498
фильтрация 4.087463
фин 4.350497
финальный 3.212994
финансирование 5.087463
финансист 3.672425
финансовый 2.672425
финансы 0.117836
финмодель 5.672425
фио 0.789782
фирма 4.672425
фирменный 3.672425
фис 5.672425
фишка 5.087463
фокус 5.672425
фон 5.087463
фонд 5.672425
фонетика 5.672425
фоновый 5.672425
форма 1.387023
формализация 5.087463
формальный 5.672425
формат 0.164631
форматирование 5.672425
форматировать 5.087463
формирование 3.672425
формировать 4.350497
формула 2.86507
формулирование 5.672425
форум 4.672425
фото 1.971986
фотограф 2.280108
фотографировать 5.672425
фотографический 5.672425
фотография 1.718229
фотокамера 5.672425
фотосет 5.672425
фотосъёмка 5.672425
фотошоп 2.971986
фрагмент 5.672425
фраза 3.86507
фразовый 5.672425
французский 5.672425
франчайзинговый 5.672425
франшиза 4.672425
фрдый 5.672425
фреймворк 4.087463
фриланс 2.971986
фрилансер 3.5025
фрмр 5.672425
фсб 5.087463
фстэк 5.672425
фуд 5.672425
фундамент 3.672425
фундаментальный 5.672425
функциональный 5.087463
функционирование 5.087463
функционировать 5.672425
функция 1.543142
фэнтези 5.672425
фёдор 3.087463
х 3.86507
хакатон 5.087463
хакер 5.672425
хап 3.087463
характер 0.117836
характеризовать 5.672425
характеристика 4.350497
характерный 5.672425
харизматичный 5.672425
харик 5.672425
хватать 1.86507
хватить 4.350497
хедхантёр 5.672425
хекслёт 5.672425
хештег 5.672425
химический 5.087463
хинтон 5.672425
хирный 5.672425
хобби 2.087463
ход 5.672425
ходить 5.672425
хозяйство 5.672425
хороший 0.043069
хостинг 3.087463
хотеть 0.650058
хотеться 1.028569
хотя 2.5025
хоум 5.672425
хранение 4.672425
хранилище 5.087463
хранить 4.672425
храниться 4.672425
хромать 5.672425
хроника 5.672425
хронометраж 3.087463
художественный 5.087463
художник 5.672425
хурма 5.672425
хэштег 5.672425
ца 2.280108
царапинка 4.087463
цвет 2.280108
цвета 5.087463
цветковый 3.087463
цветной 5.087463
цветок 5.672425
цветочный 4.672425
целевой 5.087463
целей 5.087463
целесообразность 5.672425
целеустремл 5.672425
целиком 5.087463
целое 1.180572
целый 3.087463
цель 1.814444
цена 0.280108
ценность 4.350497
ценный 1.087463
ценообразование 5.672425
центр 1.246161
цепочка 5.672425
циан 5.672425
цикл 4.087463
цитироваться 5.672425
цифра 5.672425
цифровой 2.765535
цп 3.087463
ч 4.350497
чайник 3.672425
чаран 5.672425
час 1.718229
часовой 5.672425
частной 5.672425
частность 5.087463
частный 5.087463
часто 2.5025
частота 5.672425
частый 3.087463
часть 1.350497
часы 5.672425
чат 0.86507
чащенко 3.087463
чей 4.350497
чек 1.672425
чекбокс 5.672425
человек 1.148863
человеческий 5.087463
чертёж 2.86507
честно 3.087463
четыре 5.672425
чехов 3.672425
численность 5.672425
число 2.584963
числовой 4.350497
чистовой 5.672425
чистый 2.212994
читабельный 5.672425
читаемый 5.672425
читатель 4.672425
читать 1.087463
член 5.087463
членство 5.087463
чрезвычайно 5.672425
чтение 2.672425
чувствительность 4.672425
чувствительный 5.672425
чувствовать 2.584963
чувствоваться 4.672425
чужой 5.672425
чуткий 5.672425
чёткий 1.814444
чётко 2.424498
шаблон 2.280108
шаблонный 5.672425
шаг 2.672425
шамар 5.672425
шанс 5.672425
шевченко 5.672425
шем 5.087463
шерлок 5.672425
шестаков 2.971986
шикарный 5.672425
ширко 5.672425
широкий 2.672425
широко 5.672425
ширшов 4.350497
шитьё 5.672425
шкм 5.672425
школа 0.117836
школьник 4.350497
школьный 0.117836
шлюз 4.350497
шмидт 4.672425
шник 3.087463
шопинг 5.672425
шпаргалка 5.672425
шрифт 5.087463
штат 5.087463
штраф 5.087463
штриховка 5.672425
штука 3.087463
шумило 4.672425
щагвино 2.971986
щедро 3.087463
ы 5.087463
эвм 5.672425
эволюция 5.087463
эдюсон 5.672425
эзотерика 4.672425
эйчар 5.087463
эквивалентный 5.672425
экзамен 3.212994
экзаменатор 5.672425
экзаменационный 5.672425
экземпляр 5.087463
экологичный 4.672425
экономика 2.971986
экономист 5.087463
экономический 4.350497
экономный 5.672425
экран 3.86507
эксель 5.087463
эксклюзивный 5.672425
экскурсия 4.672425
экспериментальный 5.672425
эксперт 0.695145
экспертность 5.672425
экспертный 3.350497
эксплуатация 5.672425
экспресс 2.672425
электрический 5.672425
электронной 5.087463
электронный 2.212994
электроэнергетика 4.350497
элемент -0.014075
элементарно 3.087463
элементарный 5.672425
эльвира 4.350497
эмоциональный 5.672425
эмоция 4.350497
энергетика 5.087463
энергия 4.672425
эпизод 5.672425
эскиз 5.087463
эссе 5.087463
эстетический 5.672425
этап 2.087463
это 0.0
эфир 4.672425
эффект 2.765535
эффективно 3.86507
эффективность 3.350497
эффективный 1.86507
эффектный 5.087463
юар 3.86507
юбэнкс 5.672425
юлия 0.606336
юмор 5.672425
юнит 5.672425
юпат 4.672425
юридический 3.86507
юрий 2.971986
юриспруденция 5.087463
юрист 5.672425
юрьевский 5.672425
ютуба 1.86507
яа 5.672425
яблоко 5.672425
явиться 5.672425
явление 5.672425
являться 0.014214
явно 5.672425
ядро 5.087463
язык 0.028569
языковой 3.672425
яковлев 2.971986
ян 2.028569
янв 5.672425
яндекс 0.117836
янина 3.672425
яркий 5.087463
ясный 5.672425
ёмкий 4.672425
ёмко 4.087463
